Order_ID,Order_Date,Buyer_ID,Fabric_Type,Category,Quantity_Kg,Unit_Price_USD,Total_Value_USD,Order_Status,Production_Days,Shipping_Days,Actual_Lead_Days,Payment_Terms_Days,Season,Year,Month,Quarter
ORD_00914,2023-12-16,BUYER_018,Viscose_Rayon,Woven,2885,8.37,24145.12,Completed,17,23,45,30,Spring,2023,12,Q4
ORD_00915,2023-12-17,BUYER_008,Fleece,Knit,3223,8.04,25898.81,Completed,39,30,66,45,Autumn,2023,12,Q4
ORD_00916,2023-12-18,BUYER_032,Cotton_Denim,Woven,10505,9.38,98572.41,Completed,43,25,63,45,Spring,2023,12,Q4
ORD_00917,2023-12-19,BUYER_032,Cotton_Twill,Woven,3585,8.46,30325.05,Completed,28,33,57,45,Autumn,2023,12,Q4
ORD_00918,2023-12-20,BUYER_044,Cotton_Polyester_Blend,Woven,2451,7.37,18062.18,Completed,25,29,49,30,Autumn,2023,12,Q4
ORD_00919,2023-12-20,BUYER_044,Polyester_Satin,Woven,5043,6.64,33510.72,Completed,41,23,69,30,Spring,2023,12,Q4
ORD_00920,2023-12-20,BUYER_002,Fleece,Knit,2000,8.92,17835.1,Completed,39,29,76,60,Winter,2023,12,Q4
ORD_00921,2023-12-21,BUYER_023,Fleece,Knit,2224,8.6,19122.69,Completed,39,31,70,30,Winter,2023,12,Q4
ORD_00922,2023-12-21,BUYER_025,Polyester_Satin,Woven,5848,5.96,34844.08,Completed,41,39,83,30,Summer,2023,12,Q4
ORD_00923,2023-12-21,BUYER_004,Cotton_Twill,Woven,2093,7.96,16653.67,Completed,28,25,54,30,Winter,2023,12,Q4
ORD_00924,2023-12-21,BUYER_036,Silk_Blend,Woven,1106,21.06,23287.32,Completed,30,36,68,90,Winter,2023,12,Q4
ORD_00925,2023-12-22,BUYER_032,Silk_Blend,Woven,13049,19.52,254720.19,Completed,30,25,51,45,Autumn,2023,12,Q4
ORD_00926,2023-12-22,BUYER_027,Polyester_Twill,Woven,5000,5.56,27777.53,Completed,28,29,66,45,Summer,2023,12,Q4
ORD_00927,2023-12-22,BUYER_006,Cotton_Polyester_Blend,Woven,1475,7.95,11719.62,Completed,25,32,63,45,Summer,2023,12,Q4
ORD_00928,2023-12-22,BUYER_045,Viscose_Rayon,Woven,1000,7.8,7800.01,Completed,17,28,47,90,Autumn,2023,12,Q4
ORD_00929,2023-12-24,BUYER_004,Polyester_Plain,Woven,5000,3.81,19071.22,Completed,32,35,74,30,Winter,2023,12,Q4
ORD_00930,2023-12-24,BUYER_015,Linen,Woven,2346,11.85,27808.15,Completed,39,27,75,45,Autumn,2023,12,Q4
ORD_00931,2023-12-25,BUYER_042,Cotton_Twill,Woven,2547,7.82,19929.39,Completed,28,18,43,30,Spring,2023,12,Q4
ORD_00932,2023-12-25,BUYER_036,Viscose_Rayon,Woven,5437,8.23,44721.65,Completed,17,28,51,90,Summer,2023,12,Q4
ORD_00933,2023-12-25,BUYER_010,Terry_Cloth,Knit,3745,5.19,19442.39,On_Hold,16,35,49,60,Autumn,2023,12,Q4
ORD_00934,2023-12-26,BUYER_018,Polyester_Satin,Woven,1902,5.87,11174.21,Completed,41,15,65,30,Spring,2023,12,Q4
ORD_00935,2023-12-26,BUYER_017,Cotton_Denim,Woven,2000,8.92,17845.38,Completed,43,45,88,45,Summer,2023,12,Q4
ORD_00936,2023-12-27,BUYER_005,Linen,Woven,4375,12.79,55956.69,Completed,39,29,77,45,Spring,2023,12,Q4
ORD_00937,2023-12-27,BUYER_014,Viscose_Rayon,Woven,1000,9.09,9090.66,Completed,17,22,44,30,Summer,2023,12,Q4
ORD_00938,2023-12-28,BUYER_007,Cotton_Plain,Woven,587,8.19,4809.93,Completed,20,43,66,60,Autumn,2023,12,Q4
ORD_00939,2023-12-28,BUYER_020,Cotton_Polyester_Blend,Woven,5540,7.42,41105.49,On_Hold,25,37,57,60,Spring,2023,12,Q4
ORD_00940,2023-12-28,BUYER_038,Cotton_Denim,Woven,2601,10.17,26452.86,Shipped,43,23,70,30,Autumn,2023,12,Q4
ORD_00941,2023-12-28,BUYER_020,Cotton_Plain,Woven,5029,7.42,37334.15,Completed,20,32,47,60,Spring,2023,12,Q4
ORD_00942,2023-12-28,BUYER_036,Cotton_Denim,Woven,2420,8.91,21563.72,Completed,43,38,89,90,Spring,2023,12,Q4
ORD_00943,2023-12-29,BUYER_037,Cotton_Polyester_Blend,Woven,2645,8.41,22232.77,Shipped,25,16,44,45,Winter,2023,12,Q4
ORD_00944,2023-12-29,BUYER_010,Linen,Woven,3527,12.18,42951.99,Completed,39,36,74,60,Winter,2023,12,Q4
ORD_00945,2023-12-29,BUYER_019,Polyester_Plain,Woven,5024,3.68,18473.02,Completed,32,25,60,45,Autumn,2023,12,Q4
ORD_00946,2023-12-29,BUYER_038,Cotton_Plain,Woven,1848,7.29,13476.13,Completed,20,19,36,30,Winter,2023,12,Q4
ORD_00947,2023-12-29,BUYER_004,Terry_Cloth,Knit,1456,4.89,7123.25,Completed,16,38,49,30,Autumn,2023,12,Q4
ORD_00948,2023-12-31,BUYER_004,Viscose_Rayon,Woven,3305,9.52,31454.96,Completed,17,37,49,30,Summer,2023,12,Q4
ORD_00949,2023-12-31,BUYER_016,Cotton_Plain,Woven,1524,7.67,11687.88,Completed,20,20,39,30,Spring,2023,12,Q4
ORD_00950,2023-12-31,BUYER_019,Linen,Woven,3333,12.91,43040.03,Completed,39,30,74,45,Spring,2023,12,Q4
ORD_00951,2024-01-01,BUYER_029,Cotton_Twill,Woven,3809,8.67,33019.23,Completed,28,33,58,45,Winter,2024,1,Q1
ORD_00952,2024-01-02,BUYER_039,Polyester_Satin,Woven,2525,6.51,16434.53,Completed,41,25,75,60,Winter,2024,1,Q1
ORD_00953,2024-01-02,BUYER_037,Polyester_Twill,Woven,5000,4.9,24488.38,Completed,28,20,48,45,Autumn,2024,1,Q1
ORD_00954,2024-01-02,BUYER_004,Fleece,Knit,5387,8.39,45220.43,Shipped,39,30,68,30,Spring,2024,1,Q1
ORD_00955,2024-01-02,BUYER_042,Cotton_Denim,Woven,2268,8.82,20000.0,Completed,43,16,60,30,Spring,2024,1,Q1
ORD_00956,2024-01-03,BUYER_030,Linen,Woven,5713,13.9,79409.8,Completed,39,25,62,60,Summer,2024,1,Q1
ORD_00957,2024-01-03,BUYER_030,Linen,Woven,2000,12.44,24874.26,Completed,39,21,64,60,Spring,2024,1,Q1
ORD_00958,2024-01-03,BUYER_008,Linen,Woven,3461,13.77,47672.4,Completed,39,35,75,45,Winter,2024,1,Q1
ORD_00959,2024-01-03,BUYER_010,Linen,Woven,7656,13.13,100535.04,Completed,39,30,74,60,Summer,2024,1,Q1
ORD_00960,2024-01-03,BUYER_036,Terry_Cloth,Knit,4201,5.33,22372.17,Shipped,16,25,45,90,Winter,2024,1,Q1
ORD_00961,2024-01-03,BUYER_026,Polyester_Plain,Woven,5000,4.03,20126.34,Completed,32,38,66,45,Autumn,2024,1,Q1
ORD_00962,2024-01-04,BUYER_029,Terry_Cloth,Knit,1133,5.48,6209.92,Completed,16,33,44,45,Winter,2024,1,Q1
ORD_00963,2024-01-04,BUYER_027,Cotton_Twill,Woven,4618,8.24,38070.08,Completed,28,31,65,45,Spring,2024,1,Q1
ORD_00964,2024-01-05,BUYER_017,Fleece,Knit,2000,8.41,16820.94,Shipped,39,32,68,45,Summer,2024,1,Q1
ORD_00965,2024-01-06,BUYER_043,Silk_Blend,Woven,2872,17.8,51122.93,Completed,30,33,72,90,Summer,2024,1,Q1
ORD_00966,2024-01-07,BUYER_021,Polyester_Twill,Woven,5000,4.59,22973.65,Completed,28,37,65,90,Summer,2024,1,Q1
ORD_00967,2024-01-08,BUYER_028,Polyester_Satin,Woven,4607,5.43,25004.07,Completed,41,20,60,45,Spring,2024,1,Q1
ORD_00968,2024-01-08,BUYER_040,Cotton_Denim,Woven,4812,10.7,51500.95,Completed,43,25,75,90,Summer,2024,1,Q1
ORD_00969,2024-01-09,BUYER_044,Polyester_Twill,Woven,5917,5.38,31814.58,Completed,28,23,54,30,Autumn,2024,1,Q1
ORD_00970,2024-01-09,BUYER_040,Fleece,Knit,4633,7.7,35691.66,Completed,39,35,76,90,Spring,2024,1,Q1
ORD_00971,2024-01-09,BUYER_038,Cotton_Twill,Woven,878,7.72,6775.29,Completed,28,27,57,30,Summer,2024,1,Q1
ORD_00972,2024-01-09,BUYER_009,Cotton_Twill,Woven,3772,8.68,32728.34,Completed,28,27,55,45,Spring,2024,1,Q1
ORD_00973,2024-01-10,BUYER_037,Cotton_Twill,Woven,1322,7.69,10161.99,Completed,28,20,46,45,Autumn,2024,1,Q1
ORD_00974,2024-01-10,BUYER_016,Cotton_Plain,Woven,2534,7.89,20003.11,Completed,20,17,40,30,Winter,2024,1,Q1
ORD_00975,2024-01-10,BUYER_020,Terry_Cloth,Knit,2956,4.71,13917.08,Completed,16,35,54,60,Autumn,2024,1,Q1
ORD_00976,2024-01-10,BUYER_023,Terry_Cloth,Knit,1475,5.22,7694.63,Shipped,16,37,58,30,Spring,2024,1,Q1
ORD_00977,2024-01-10,BUYER_001,Cotton_Denim,Woven,4605,9.81,45184.96,Completed,43,38,78,45,Winter,2024,1,Q1
ORD_00978,2024-01-11,BUYER_026,Polyester_Satin,Woven,1610,5.99,9644.48,Shipped,41,26,62,45,Winter,2024,1,Q1
ORD_00979,2024-01-11,BUYER_040,Silk_Blend,Woven,3102,17.96,55699.81,Completed,30,35,62,90,Autumn,2024,1,Q1
ORD_00980,2024-01-11,BUYER_011,Polyester_Twill,Woven,5000,5.21,26035.97,Completed,28,49,74,45,Autumn,2024,1,Q1
ORD_00981,2024-01-12,BUYER_028,Linen,Woven,3106,13.4,41619.49,Completed,39,21,62,45,Winter,2024,1,Q1
ORD_00982,2024-01-12,BUYER_013,Polyester_Plain,Woven,5339,3.89,20747.82,Shipped,32,31,66,30,Spring,2024,1,Q1
ORD_00983,2024-01-13,BUYER_043,Polyester_Twill,Woven,5000,5.37,26859.15,Completed,28,34,63,90,Autumn,2024,1,Q1
ORD_00984,2024-01-14,BUYER_029,Polyester_Satin,Woven,3612,6.02,21748.66,Shipped,41,38,82,45,Summer,2024,1,Q1
ORD_00985,2024-01-14,BUYER_006,Cotton_Polyester_Blend,Woven,4185,7.26,30388.51,Completed,25,28,55,45,Autumn,2024,1,Q1
ORD_00986,2024-01-15,BUYER_017,Polyester_Plain,Woven,5000,3.74,18700.84,Completed,32,37,75,45,Summer,2024,1,Q1
ORD_00987,2024-01-15,BUYER_033,Terry_Cloth,Knit,1584,5.61,8893.83,Shipped,16,34,51,30,Autumn,2024,1,Q1
ORD_00988,2024-01-16,BUYER_021,Silk_Blend,Woven,4102,17.51,71828.02,Completed,30,35,64,90,Winter,2024,1,Q1
ORD_00989,2024-01-16,BUYER_007,Polyester_Plain,Woven,5000,4.15,20750.08,Completed,32,33,70,60,Winter,2024,1,Q1
ORD_00990,2024-01-16,BUYER_037,Cotton_Polyester_Blend,Woven,3575,7.78,27820.41,Completed,25,21,45,45,Spring,2024,1,Q1
ORD_00991,2024-01-17,BUYER_033,Viscose_Rayon,Woven,2758,8.77,24201.32,Completed,17,34,55,30,Summer,2024,1,Q1
ORD_00992,2024-01-17,BUYER_018,Polyester_Plain,Woven,5000,4.38,21921.59,Completed,32,28,57,30,Summer,2024,1,Q1
ORD_00993,2024-01-17,BUYER_035,Polyester_Twill,Woven,5687,5.2,29559.61,Completed,28,16,47,60,Autumn,2024,1,Q1
ORD_00994,2024-01-17,BUYER_036,Linen,Woven,3712,12.0,44535.01,Completed,39,31,76,90,Summer,2024,1,Q1
ORD_00995,2024-01-19,BUYER_034,Cotton_Twill,Woven,2250,8.01,18031.99,Completed,28,41,71,30,Winter,2024,1,Q1
ORD_00996,2024-01-19,BUYER_035,Silk_Blend,Woven,5762,19.2,110613.49,Completed,30,16,54,60,Winter,2024,1,Q1
ORD_00997,2024-01-19,BUYER_037,Cotton_Twill,Woven,3217,7.51,24145.53,Completed,28,27,62,45,Summer,2024,1,Q1
ORD_00998,2024-01-21,BUYER_041,Silk_Blend,Woven,2534,18.0,45607.13,Shipped,30,17,54,45,Spring,2024,1,Q1
ORD_00999,2024-01-22,BUYER_032,Cotton_Polyester_Blend,Woven,13861,8.37,116044.8,Completed,25,36,69,45,Autumn,2024,1,Q1
ORD_01000,2024-01-23,BUYER_007,Polyester_Satin,Woven,2201,6.53,14383.27,Completed,41,42,83,60,Spring,2024,1,Q1
ORD_01001,2024-01-23,BUYER_030,Silk_Blend,Woven,2144,19.72,42281.57,Completed,30,16,43,60,Spring,2024,1,Q1
ORD_01002,2024-01-23,BUYER_038,Viscose_Rayon,Woven,2911,9.09,26455.81,Shipped,17,26,41,30,Autumn,2024,1,Q1
ORD_01003,2024-01-23,BUYER_033,Cotton_Denim,Woven,2000,9.86,19712.72,Completed,43,27,75,30,Summer,2024,1,Q1
ORD_01004,2024-01-24,BUYER_036,Cotton_Plain,Woven,5241,7.25,37979.9,Completed,20,28,51,90,Winter,2024,1,Q1
ORD_01005,2024-01-24,BUYER_044,Fleece,Knit,2000,8.41,16813.31,Shipped,39,29,65,30,Autumn,2024,1,Q1
ORD_01006,2024-01-24,BUYER_009,Cotton_Twill,Woven,5959,7.12,42445.17,Completed,28,28,57,45,Spring,2024,1,Q1
ORD_01007,2024-01-25,BUYER_016,Cotton_Denim,Woven,2800,9.79,27400.33,Shipped,43,26,75,30,Winter,2024,1,Q1
ORD_01008,2024-01-25,BUYER_001,Viscose_Rayon,Woven,13083,8.2,107320.06,Completed,17,25,37,45,Summer,2024,1,Q1
ORD_01009,2024-01-25,BUYER_035,Viscose_Rayon,Woven,4126,8.97,37013.04,Completed,17,22,35,60,Autumn,2024,1,Q1
ORD_01010,2024-01-26,BUYER_015,Cotton_Denim,Woven,2523,8.53,21527.98,Completed,43,30,78,45,Winter,2024,1,Q1
ORD_01011,2024-01-27,BUYER_014,Cotton_Polyester_Blend,Woven,1370,7.06,9673.1,Completed,25,15,37,30,Summer,2024,1,Q1
ORD_01012,2024-01-27,BUYER_027,Silk_Blend,Woven,1915,19.29,36946.08,Completed,30,33,63,45,Autumn,2024,1,Q1
ORD_01013,2024-01-29,BUYER_034,Cotton_Denim,Woven,2117,9.31,19711.6,In_Production,43,40,87,30,Spring,2024,1,Q1
ORD_01014,2024-01-29,BUYER_041,Cotton_Polyester_Blend,Woven,1213,7.07,8578.05,Completed,25,27,49,45,Autumn,2024,1,Q1
ORD_01015,2024-01-29,BUYER_045,Cotton_Polyester_Blend,Woven,1559,7.17,11173.75,Completed,25,30,56,90,Autumn,2024,1,Q1
ORD_01016,2024-01-30,BUYER_025,Polyester_Satin,Woven,5055,6.08,30731.52,Completed,41,35,80,30,Autumn,2024,1,Q1
ORD_01017,2024-01-30,BUYER_031,Cotton_Polyester_Blend,Woven,3352,7.69,25791.21,Completed,25,38,66,30,Autumn,2024,1,Q1
ORD_01018,2024-01-30,BUYER_019,Cotton_Polyester_Blend,Woven,1442,7.59,10939.85,Shipped,25,31,56,45,Autumn,2024,1,Q1
ORD_01019,2024-01-30,BUYER_014,Cotton_Twill,Woven,1184,7.57,8959.96,Completed,28,16,39,30,Autumn,2024,1,Q1
ORD_01020,2024-01-31,BUYER_024,Cotton_Plain,Woven,1469,8.31,12211.34,Completed,20,25,49,45,Winter,2024,1,Q1
ORD_01021,2024-01-31,BUYER_038,Terry_Cloth,Knit,1060,5.17,5482.77,Completed,16,19,37,30,Summer,2024,1,Q1
ORD_01022,2024-01-31,BUYER_039,Cotton_Plain,Woven,3061,7.65,23405.76,Shipped,20,17,40,60,Spring,2024,1,Q1
ORD_01023,2024-02-02,BUYER_016,Cotton_Polyester_Blend,Woven,1468,7.02,10298.94,Completed,25,28,56,30,Summer,2024,2,Q1
ORD_01024,2024-02-02,BUYER_030,Cotton_Plain,Woven,3293,7.53,24790.9,Completed,20,17,33,60,Winter,2024,2,Q1
ORD_01025,2024-02-02,BUYER_009,Cotton_Plain,Woven,2356,8.07,19008.8,Completed,20,27,46,45,Summer,2024,2,Q1
ORD_01026,2024-02-02,BUYER_021,Linen,Woven,3181,12.88,40971.88,Completed,39,33,79,90,Autumn,2024,2,Q1
ORD_01027,2024-02-04,BUYER_036,Cotton_Twill,Woven,4201,7.68,32250.67,Completed,28,28,52,90,Autumn,2024,2,Q1
ORD_01028,2024-02-05,BUYER_044,Viscose_Rayon,Woven,3766,8.51,32063.05,Completed,17,18,38,30,Autumn,2024,2,Q1
ORD_01029,2024-02-05,BUYER_016,Polyester_Plain,Woven,5000,4.15,20773.1,Completed,32,21,58,30,Summer,2024,2,Q1
ORD_01030,2024-02-05,BUYER_015,Polyester_Satin,Woven,1639,6.26,10255.94,Completed,41,34,70,45,Summer,2024,2,Q1
ORD_01031,2024-02-06,BUYER_035,Cotton_Denim,Woven,2000,9.14,18274.91,Completed,43,27,76,60,Spring,2024,2,Q1
ORD_01032,2024-02-06,BUYER_044,Cotton_Twill,Woven,3248,7.03,22820.73,Completed,28,16,40,30,Winter,2024,2,Q1
ORD_01033,2024-02-06,BUYER_002,Viscose_Rayon,Woven,1000,8.82,8817.31,Completed,17,30,45,60,Spring,2024,2,Q1
ORD_01034,2024-02-07,BUYER_027,Linen,Woven,2000,13.2,26400.78,Shipped,39,39,86,45,Autumn,2024,2,Q1
ORD_01035,2024-02-07,BUYER_033,Polyester_Twill,Woven,5000,5.31,26539.69,Completed,28,37,63,30,Summer,2024,2,Q1
ORD_01036,2024-02-07,BUYER_016,Polyester_Twill,Woven,5000,4.8,23999.16,Completed,28,20,54,30,Winter,2024,2,Q1
ORD_01037,2024-02-07,BUYER_028,Terry_Cloth,Knit,5976,5.25,31355.67,Completed,16,19,37,45,Summer,2024,2,Q1
ORD_01038,2024-02-08,BUYER_022,Cotton_Plain,Woven,1188,7.99,9492.78,Completed,20,36,55,45,Spring,2024,2,Q1
ORD_01039,2024-02-08,BUYER_030,Terry_Cloth,Knit,1166,5.52,6438.64,Completed,16,20,32,60,Spring,2024,2,Q1
ORD_01040,2024-02-09,BUYER_004,Cotton_Twill,Woven,4939,7.83,38681.37,In_Production,28,28,56,30,Spring,2024,2,Q1
ORD_01041,2024-02-09,BUYER_001,Cotton_Plain,Woven,2079,8.15,16939.56,Completed,20,34,53,45,Winter,2024,2,Q1
ORD_01042,2024-02-09,BUYER_015,Polyester_Plain,Woven,5000,3.79,18951.98,Shipped,32,39,76,45,Spring,2024,2,Q1
ORD_01043,2024-02-10,BUYER_005,Polyester_Twill,Woven,5000,5.14,25697.54,Completed,28,28,59,45,Spring,2024,2,Q1
ORD_01044,2024-02-11,BUYER_038,Polyester_Plain,Woven,5000,4.07,20352.64,Completed,32,23,59,30,Spring,2024,2,Q1
ORD_01045,2024-02-12,BUYER_037,Linen,Woven,2558,13.87,35491.36,Completed,39,18,66,45,Autumn,2024,2,Q1
ORD_01046,2024-02-12,BUYER_016,Cotton_Denim,Woven,2000,9.06,18113.87,Completed,43,28,72,30,Autumn,2024,2,Q1
ORD_01047,2024-02-12,BUYER_002,Polyester_Twill,Woven,5000,4.82,24096.87,Completed,28,36,59,60,Autumn,2024,2,Q1
ORD_01048,2024-02-13,BUYER_010,Polyester_Twill,Woven,6976,4.89,34089.52,Completed,28,32,64,60,Autumn,2024,2,Q1
ORD_01049,2024-02-13,BUYER_040,Fleece,Knit,2810,8.99,25257.81,Completed,39,30,78,90,Autumn,2024,2,Q1
ORD_01050,2024-02-13,BUYER_021,Viscose_Rayon,Woven,3685,8.97,33042.62,Completed,17,39,54,90,Spring,2024,2,Q1
ORD_01051,2024-02-13,BUYER_002,Cotton_Polyester_Blend,Woven,1706,7.0,11940.86,Completed,25,28,52,60,Spring,2024,2,Q1
ORD_01052,2024-02-14,BUYER_025,Polyester_Satin,Woven,4183,6.69,27966.71,Completed,41,37,73,30,Summer,2024,2,Q1
ORD_01053,2024-02-14,BUYER_034,Viscose_Rayon,Woven,2154,8.97,19326.28,Completed,17,34,51,30,Spring,2024,2,Q1
ORD_01054,2024-02-15,BUYER_017,Polyester_Twill,Woven,5000,5.35,26774.23,Completed,28,35,59,45,Spring,2024,2,Q1
ORD_01055,2024-02-15,BUYER_038,Polyester_Plain,Woven,5000,4.43,22139.26,Completed,32,23,53,30,Winter,2024,2,Q1
ORD_01056,2024-02-15,BUYER_008,Polyester_Plain,Woven,5000,4.15,20774.16,Completed,32,25,63,45,Summer,2024,2,Q1
ORD_01057,2024-02-16,BUYER_023,Silk_Blend,Woven,1178,18.68,22009.23,Completed,30,42,67,30,Winter,2024,2,Q1
ORD_01058,2024-02-19,BUYER_037,Cotton_Plain,Woven,5094,8.81,44899.74,Completed,20,19,46,45,Autumn,2024,2,Q1
ORD_01059,2024-02-19,BUYER_030,Viscose_Rayon,Woven,3409,8.41,28654.25,Completed,17,16,38,60,Spring,2024,2,Q1
ORD_01060,2024-02-19,BUYER_015,Cotton_Polyester_Blend,Woven,2361,7.76,18327.71,Completed,25,25,55,45,Spring,2024,2,Q1
ORD_01061,2024-02-21,BUYER_027,Cotton_Polyester_Blend,Woven,1992,7.87,15684.56,Completed,25,26,55,45,Spring,2024,2,Q1
ORD_01062,2024-02-21,BUYER_045,Viscose_Rayon,Woven,2959,8.29,24523.13,Completed,17,37,49,90,Winter,2024,2,Q1
ORD_01063,2024-02-22,BUYER_042,Silk_Blend,Woven,2661,19.06,50713.24,Completed,30,22,54,30,Winter,2024,2,Q1
ORD_01064,2024-02-22,BUYER_036,Cotton_Polyester_Blend,Woven,1555,7.14,11095.47,Completed,25,35,57,90,Summer,2024,2,Q1
ORD_01065,2024-02-23,BUYER_033,Cotton_Denim,Woven,2650,10.31,27322.92,Completed,43,26,75,30,Autumn,2024,2,Q1
ORD_01066,2024-02-23,BUYER_037,Polyester_Plain,Woven,5010,4.35,21812.95,Completed,32,26,60,45,Winter,2024,2,Q1
ORD_01067,2024-02-25,BUYER_008,Terry_Cloth,Knit,3793,5.07,19225.01,Completed,16,37,61,45,Autumn,2024,2,Q1
ORD_01068,2024-02-26,BUYER_013,Cotton_Polyester_Blend,Woven,5047,7.26,36634.69,Completed,25,36,65,30,Spring,2024,2,Q1
ORD_01069,2024-02-26,BUYER_024,Polyester_Satin,Woven,1161,5.73,6650.46,Completed,41,29,65,45,Autumn,2024,2,Q1
ORD_01070,2024-02-27,BUYER_003,Fleece,Knit,2000,8.52,17030.1,Completed,39,29,74,90,Summer,2024,2,Q1
ORD_01071,2024-02-27,BUYER_035,Cotton_Plain,Woven,4651,8.88,41301.63,Completed,20,21,50,60,Summer,2024,2,Q1
ORD_01072,2024-02-28,BUYER_019,Polyester_Plain,Woven,5000,3.91,19569.03,Completed,32,34,71,45,Summer,2024,2,Q1
ORD_01073,2024-02-28,BUYER_031,Cotton_Polyester_Blend,Woven,3655,7.29,26639.02,Shipped,25,29,60,30,Summer,2024,2,Q1
ORD_01074,2024-02-28,BUYER_041,Polyester_Twill,Woven,5000,5.0,25011.72,Completed,28,16,49,45,Autumn,2024,2,Q1
ORD_01075,2024-02-28,BUYER_008,Polyester_Satin,Woven,4601,5.47,25177.92,Completed,41,36,81,45,Autumn,2024,2,Q1
ORD_01076,2024-02-29,BUYER_007,Cotton_Polyester_Blend,Woven,2527,7.51,18967.47,Completed,25,30,55,60,Winter,2024,2,Q1
ORD_01077,2024-03-01,BUYER_010,Viscose_Rayon,Woven,9141,7.41,67709.43,Completed,17,30,45,60,Summer,2024,3,Q1
ORD_01078,2024-03-01,BUYER_037,Cotton_Plain,Woven,4313,7.47,32225.19,Completed,20,27,44,45,Winter,2024,3,Q1
ORD_01079,2024-03-01,BUYER_031,Viscose_Rayon,Woven,5858,7.81,45774.04,Completed,17,30,56,30,Spring,2024,3,Q1
ORD_01080,2024-03-01,BUYER_039,Fleece,Knit,4962,7.58,37627.9,Completed,39,18,66,60,Winter,2024,3,Q1
ORD_01081,2024-03-01,BUYER_030,Terry_Cloth,Knit,2994,4.86,14552.22,Completed,16,26,46,60,Summer,2024,3,Q1
ORD_01082,2024-03-01,BUYER_017,Polyester_Plain,Woven,5000,3.9,19509.09,Completed,32,34,69,45,Winter,2024,3,Q1
ORD_01083,2024-03-01,BUYER_029,Cotton_Twill,Woven,4122,6.86,28259.02,Completed,28,33,69,45,Summer,2024,3,Q1
ORD_01084,2024-03-01,BUYER_037,Cotton_Twill,Woven,2351,6.64,15619.85,Completed,28,15,50,45,Spring,2024,3,Q1
ORD_01085,2024-03-03,BUYER_005,Cotton_Plain,Woven,3712,6.84,25393.79,In_Production,20,21,46,45,Summer,2024,3,Q1
ORD_01086,2024-03-04,BUYER_010,Polyester_Plain,Woven,5969,3.61,21559.84,Completed,32,36,74,60,Winter,2024,3,Q1
ORD_01087,2024-03-04,BUYER_030,Fleece,Knit,5772,7.63,44016.57,Shipped,39,19,65,60,Summer,2024,3,Q1
ORD_01088,2024-03-04,BUYER_043,Polyester_Plain,Woven,5000,3.88,19379.38,Completed,32,29,67,90,Winter,2024,3,Q1
ORD_01089,2024-03-04,BUYER_020,Polyester_Twill,Woven,5842,4.79,27962.05,Completed,28,27,50,60,Summer,2024,3,Q1
ORD_01090,2024-03-04,BUYER_007,Polyester_Plain,Woven,5000,3.36,16799.64,Completed,32,46,80,60,Spring,2024,3,Q1
ORD_01091,2024-03-04,BUYER_044,Viscose_Rayon,Woven,3998,7.28,29098.06,Completed,17,23,43,30,Summer,2024,3,Q1
ORD_01092,2024-03-05,BUYER_027,Cotton_Denim,Woven,2000,8.49,16984.17,Completed,43,32,79,45,Winter,2024,3,Q1
ORD_01093,2024-03-06,BUYER_022,Fleece,Knit,2382,7.75,18467.31,Completed,39,36,74,45,Summer,2024,3,Q1
ORD_01094,2024-03-06,BUYER_013,Linen,Woven,2234,11.32,25289.91,Completed,39,35,82,30,Winter,2024,3,Q1
ORD_01095,2024-03-06,BUYER_040,Fleece,Knit,3147,7.19,22625.96,Completed,39,29,74,90,Spring,2024,3,Q1
ORD_01096,2024-03-06,BUYER_007,Polyester_Plain,Woven,5000,3.83,19129.41,Completed,32,35,68,60,Autumn,2024,3,Q1
ORD_01097,2024-03-08,BUYER_045,Cotton_Twill,Woven,2701,7.33,19803.76,Completed,28,27,63,90,Winter,2024,3,Q1
ORD_01098,2024-03-08,BUYER_001,Fleece,Knit,4789,7.72,36964.4,Completed,39,29,77,45,Spring,2024,3,Q1
ORD_01099,2024-03-08,BUYER_001,Cotton_Twill,Woven,3242,7.39,23962.17,Completed,28,39,63,45,Winter,2024,3,Q1
ORD_01100,2024-03-08,BUYER_027,Polyester_Plain,Woven,5000,3.51,17550.66,Completed,32,33,74,45,Spring,2024,3,Q1
ORD_01101,2024-03-08,BUYER_036,Polyester_Plain,Woven,5000,3.76,18804.06,Completed,32,38,71,90,Spring,2024,3,Q1
ORD_01102,2024-03-08,BUYER_017,Cotton_Plain,Woven,5493,7.21,39608.68,Completed,20,43,67,45,Spring,2024,3,Q1
ORD_01103,2024-03-10,BUYER_036,Cotton_Polyester_Blend,Woven,2815,6.55,18433.27,Completed,25,34,55,90,Spring,2024,3,Q1
ORD_01104,2024-03-10,BUYER_002,Linen,Woven,4220,11.21,47287.35,Completed,39,35,78,60,Spring,2024,3,Q1
ORD_01105,2024-03-10,BUYER_026,Terry_Cloth,Knit,4143,4.77,19751.97,Completed,16,27,51,45,Winter,2024,3,Q1
ORD_01106,2024-03-10,BUYER_009,Fleece,Knit,4707,7.42,34925.96,Completed,39,31,71,45,Winter,2024,3,Q1
ORD_01107,2024-03-11,BUYER_041,Polyester_Twill,Woven,5000,4.9,24491.79,Completed,28,18,54,45,Spring,2024,3,Q1
